ZIPcode5,PropertyLocation,TotalValue,SQFTmain,Units,Bedrooms,Bathrooms,EffectiveYearBuilt,rowID,RecordingDate,TaxRateArea_CITY,house_type,pool,coordinates
93550,38613 28TH ST E  PALMDALE CA  93550,228900.0,2034,1,4,3,1987,20173018020055,2016-07-29,PALMDALE   ,house,yes,"(34.584207069999998, -118.07923305)"
93550,2920 E AVENUE Q4  PALMDALE CA  93550,271000.0,1995,1,3,2,2006,20173018023029,2016-07-20,PALMDALE   ,house,no,"(34.58355358, -118.07657503999999)"
93550,38021 27TH ST E  PALMDALE CA  93550,126503.0,1680,1,3,2,1989,20173018030041,2016-07-05,PALMDALE   ,house,no,"(34.573534909999999, -118.08132676)"
93550,38139 MENDOCINO WY  PALMDALE CA  93550,220000.0,1661,1,3,3,2007,20173018031035,2016-07-18,PALMDALE   ,condo,no,"(34.577156510000002, -118.08305279999999)"
93550,2613 SPARKLING WATER CT  PALMDALE CA  93550,212000.0,1519,1,2,3,2008,20173018031098,2016-07-19,PALMDALE   ,condo,no,"(34.577156510000002, -118.08305279999999)"
93550,2559 BELLEVUE WY  PALMDALE CA  93550,224000.0,2043,1,3,3,2006,20173018031146,2016-07-08,PALMDALE   ,condo,no,"(34.577156510000002, -118.08305279999999)"
93550,38276 LONE TREE CT  PALMDALE CA  93550,210000.0,1519,1,2,3,2009,20173018031209,2016-07-21,PALMDALE   ,condo,no,"(34.577156510000002, -118.08305279999999)"
93550,2614 SPARKLING WATER CT  PALMDALE CA  93550,215000.0,1854,1,3,3,2008,20173018031248,2016-07-22,PALMDALE   ,condo,no,"(34.577156510000002, -118.08305279999999)"
93550,37739 26TH ST E  PALMDALE CA  93550,224000.0,1359,1,3,2,1970,20173019025007,2016-07-20,PALMDALE   ,house,yes,"(34.568690140000001, -118.08317725000001)"
93550,37701 RUDALL AVE  PALMDALE CA  93550,124510.0,1359,1,3,2,1970,20173019026021,2016-07-06,PALMDALE   ,house,no,"(34.567694719999999, -118.08224946)"
93550,2925 E AVENUE R7  PALMDALE CA  93550,200000.0,1136,1,3,2,1973,20173019030030,2016-07-05,PALMDALE   ,house,no,"(34.566372440000002, -118.07742854999999)"
93550,2801 E AVENUE R16  PALMDALE CA  93550,225000.0,1251,1,3,2,1983,20173019033024,2016-07-26,PALMDALE   ,house,no,"(34.558955070000003, -118.07854444)"
93550,2320 SCOTT AVE  PALMDALE CA  93550,200000.0,1334,1,3,2,1984,20173019036004,2016-07-27,PALMDALE   ,pud,no,"(34.565912789999999, -118.0877054)"
93550,2215 E AVENUE R10  PALMDALE CA  93550,270000.0,1995,1,3,3,1985,20173019038020,2016-07-01,PALMDALE   ,house,yes,"(34.56454798, -118.08952308000001)"
93550,37476 CAMBRIDGE LN  PALMDALE CA  93550,273000.0,1995,1,3,3,1985,20173019039019,2016-07-22,PALMDALE   ,house,no,"(34.563929010000003, -118.09308119999999)"
93550,37246 CRESCENT CT  PALMDALE CA  93550,232000.0,1593,1,4,2,1986,20173019041053,2016-07-21,PALMDALE   ,house,yes,"(34.559375289999998, -118.08851862)"
93550,37515 OXFORD DR  PALMDALE CA  93550,270000.0,2020,1,3,3,1986,20173019042066,2016-07-07,PALMDALE   ,house,no,"(34.564672029999997, -118.08801892)"
93550,2235 E AVENUE R10  PALMDALE CA  93550,275000.0,1807,1,3,3,1986,20173019042071,2016-07-12,PALMDALE   ,house,no,"(34.564467870000001, -118.08883032999999)"
93550,2120 SCOTT AVE  PALMDALE CA  93550,190612.0,1522,1,3,3,1988,20173019043067,2016-07-25,PALMDALE   ,house,no,"(34.565911120000003, -118.0909209)"
93550,37751 WESTVIEW DR  PALMDALE CA  93550,129566.0,1845,1,3,3,1987,20173019045041,2016-07-05,PALMDALE   ,house,no,"(34.568747940000002, -118.08805353)"
93550,2234 DARTMOUTH LN  PALMDALE CA  93550,144237.0,1449,1,3,2,1986,20173019047015,2016-07-15,PALMDALE   ,house,no,"(34.56279481, -118.08880155999999)"
93550,37651 ROBIN LN  PALMDALE CA  93550,230000.0,1531,1,3,2,1987,20173019049009,2016-07-15,PALMDALE   ,house,no,"(34.567214589999999, -118.08705670000001)"
93550,37616 ROBIN LN  PALMDALE CA  93550,256000.0,1531,1,3,2,1987,20173019049018,2016-07-15,PALMDALE   ,house,no,"(34.566107469999999, -118.08635931000001)"
93550,38026 LEMSFORD AVE  PALMDALE CA  93550,78373.0,1115,1,3,2,1970,20173020013007,2016-07-05,PALMDALE   ,house,no,"(34.573803259999998, -118.07187451)"
93550,3611 E AVENUE R10  PALMDALE CA  93550,205000.0,1312,1,3,2,1984,20173020016100,2016-07-29,PALMDALE   ,house,no,"(34.564061889999998, -118.06471354999999)"
93550,3642 E AVENUE R11  PALMDALE CA  93550,200000.0,1144,1,2,2,1984,20173020018026,2016-07-06,PALMDALE   ,house,no,"(34.56231245, -118.06345305000001)"
93550,3561 E AVENUE R12  PALMDALE CA  93550,143498.0,1300,1,2,2,1984,20173020018137,2016-07-12,PALMDALE   ,house,no,"(34.56208548, -118.06518829999999)"
93550,3537 E AVENUE R12  PALMDALE CA  93550,209500.0,1300,1,3,2,1984,20173020018141,2016-07-07,PALMDALE   ,house,no,"(34.562082760000003, -118.06593006999999)"
93550,3565 SATURN AVE  PALMDALE CA  93550,244600.0,1732,1,3,3,1985,20173020019090,2016-07-25,PALMDALE   ,house,yes,"(34.567727089999998, -118.06491815)"
93550,3646 CHALLENGER CT  PALMDALE CA  93550,264000.0,1732,1,3,3,1986,20173020025005,2016-07-07,PALMDALE   ,house,no,"(34.56019259, -118.06336548)"
93550,37532 GOLDEN CIR  PALMDALE CA  93550,188245.0,1995,1,3,3,1989,20173020026088,2016-07-20,PALMDALE   ,house,no,"(34.564723389999997, -118.05865638)"
93550,37430 DAYBREAK ST  PALMDALE CA  93550,237000.0,1806,1,3,3,1987,20173020027041,2016-07-22,PALMDALE   ,house,no,"(34.562696619999997, -118.06140006)"
93550,37704 JANUS DR  PALMDALE CA  93550,215000.0,1498,1,4,2,1988,20173020030055,2016-07-21,PALMDALE   ,house,no,"(34.56754471, -118.06204124)"
93550,37736 THISBE CT  PALMDALE CA  93550,195000.0,1060,1,2,2,1988,20173020030075,2016-07-13,PALMDALE   ,house,no,"(34.568336559999999, -118.06117878000001)"
93550,3027 MARICOTTE DR  PALMDALE CA  93550,284776.0,2932,1,4,4,1990,20173020035006,2016-07-26,PALMDALE   ,house,yes,"(34.572523439999998, -118.07513591999999)"
93550,37909 TAMARA PL  PALMDALE CA  93550,242000.0,1612,1,3,2,1998,20173020036026,2016-07-22,PALMDALE   ,house,no,"(34.571425249999997, -118.07105134)"
93550,37929 DURANGO PL  PALMDALE CA  93550,280000.0,2108,1,4,3,1998,20173020036041,2016-07-19,PALMDALE   ,house,no,"(34.571994170000004, -118.07017062)"
93550,3211 VIANA DR  PALMDALE CA  93550,230000.0,1136,1,3,2,1992,20173020037033,2016-07-27,PALMDALE   ,house,no,"(34.570184640000001, -118.07130861)"
93550,37827 SAN CARLOS WAY  PALMDALE CA  93550,310000.0,3106,1,4,3,1998,20173020037071,2016-07-06,PALMDALE   ,house,yes,"(34.570312319999999, -118.07579122999999)"
93550,3237 E AVENUE R4  PALMDALE CA  93550,220000.0,1567,1,4,3,1992,20173020038065,2016-07-27,PALMDALE   ,house,no,"(34.56946387, -118.07047375)"
93550,3727 E AVENUE Q12  PALMDALE CA  93550,189071.0,2544,1,3,3,2004,20173020039077,2016-07-12,PALMDALE   ,house,no,"(34.57677683, -118.06180116)"
93550,38621 LEMSFORD AVE  PALMDALE CA  93550,195000.0,1278,1,4,2,1956,20173021004024,2016-07-05,PALMDALE,house,no,"(34.584507870000003, -118.07267234)"
93550,3219 E AVENUE Q4  PALMDALE CA  93550,113441.0,1048,1,3,1,1955,20173021006040,2016-07-07,PALMDALE,house,no,"(34.584005210000001, -118.07068170000001)"
93550,38714 36TH ST E  PALMDALE CA  93550,183000.0,1364,1,4,2,1956,20173021012013,2016-07-21,PALMDALE,house,no,"(34.585983849999998, -118.06506587)"
93550,38532 LANDON AVE  PALMDALE CA  93550,135000.0,1064,1,3,2,1956,20173021013006,2016-07-26,PALMDALE,house,no,"(34.583158859999998, -118.064104)"
93550,3606 E AVENUE Q6  PALMDALE CA  93550,158749.0,1299,1,3,2,1957,20173021015011,2016-07-05,PALMDALE,house,no,"(34.581550559999997, -118.06499341)"
93550,38533 36TH ST E  PALMDALE CA  93550,136700.0,1056,1,3,2,1956,20173021017004,2016-07-22,PALMDALE,house,no,"(34.58316224, -118.06566134000001)"
93550,38733 LA MANCHA CT  PALMDALE CA  93550,239000.0,1927,1,3,2,1990,20173021031037,2016-07-01,PALMDALE   ,house,no,"(34.586445830000002, -118.06020979)"
93550,1045 E AVENUE P5  PALMDALE CA  93550,119412.0,1040,1,3,1,1956,20173022003033,2016-07-14,PALMDALE,house,no,"(34.59717904, -118.11040891)"
93552,37353 MAHONIA AVE  PALMDALE CA  93552,202000.0,1450,1,4,2,1970,20173023009019,2016-07-13,PALMDALE   ,house,yes,"(34.561084489999999, -118.03996847000001)"
93552,4803 E AVENUE R12  PALMDALE CA  93552,110386.0,1413,1,4,2,1957,20173023019010,2016-07-20,PALMDALE   ,house,no,"(34.561546299999996, -118.04275679999999)"
93552,4843 E AVENUE R11  PALMDALE CA  93552,175000.0,1544,1,3,2,1987,20173023019059,2016-07-08,PALMDALE   ,house,no,"(34.562434580000001, -118.04132675)"
93552,4322 BOISE CT  PALMDALE CA  93552,178765.0,2059,1,4,3,1988,20173023027044,2016-07-26,PALMDALE   ,house,no,"(34.560552790000003, -118.05110394)"
93552,4219 E AVENUE Q11  PALMDALE CA  93552,177493.0,1384,1,3,2,1990,20173023028036,2016-07-29,PALMDALE   ,house,no,"(34.577506749999998, -118.05419712)"
93552,4524 CLEAR SPRINGS AVE  PALMDALE CA  93552,240000.0,1526,1,3,2,1986,20173023031092,2016-07-29,PALMDALE   ,house,no,"(34.569147739999998, -118.04836409999999)"
93552,4835 E AVENUE R4  PALMDALE CA  93552,202000.0,1310,1,3,2,1986,20173023032067,2016-07-12,PALMDALE   ,house,no,"(34.569283230000003, -118.04182425)"
93552,37538 42ND ST E  PALMDALE CA  93552,267000.0,1793,1,3,3,1987,20173023036004,2016-07-11,PALMDALE   ,house,no,"(34.564806910000001, -118.05417971999999)"
93552,4256 PORTLAND AVE  PALMDALE CA  93552,200000.0,1076,1,2,2,1987,20173023036026,2016-07-14,PALMDALE   ,house,no,"(34.564825720000002, -118.05260229)"
93552,37528 ALBANY CT  PALMDALE CA  93552,230000.0,1668,1,3,2,1987,20173023036079,2016-07-06,PALMDALE   ,house,no,"(34.564404140000001, -118.05105193999999)"
93552,37826 45TH ST E  PALMDALE CA  93552,181394.0,1661,1,4,3,1987,20173023039011,2016-07-25,PALMDALE   ,house,no,"(34.569933229999997, -118.04916979999999)"
93552,37718 BOXTHORN ST  PALMDALE CA  93552,225000.0,1593,1,3,2,1989,20173023041045,2016-07-19,PALMDALE   ,house,no,"(34.567670409999998, -118.03412309999999)"
93552,5212 KARLING PL  PALMDALE CA  93552,200000.0,1094,1,3,2,1988,20173023044081,2016-07-12,PALMDALE   ,house,no,"(34.562691639999997, -118.03631451)"
93552,37303 SCRANTON CT  PALMDALE CA  93552,275000.0,1793,1,3,3,1988,20173023045067,2016-07-19,PALMDALE   ,house,yes,"(34.559713729999999, -118.05567451)"
93552,5314 EVERGEM AVE  PALMDALE CA  93552,225000.0,1529,1,3,2,1990,20173023046032,2016-07-08,PALMDALE   ,house,no,"(34.566911670000003, -118.03458247)"
93552,37536 WESLEY CT  PALMDALE CA  93552,208500.0,1094,1,3,2,1987,20173023047009,2016-07-19,PALMDALE   ,house,no,"(34.564522279999998, -118.03985882000001)"
93552,5129 KARLING PL  PALMDALE CA  93552,186000.0,1094,1,3,2,1987,20173023047036,2016-07-29,PALMDALE   ,house,no,"(34.563149189999997, -118.03757459000001)"
93552,5141 MONACO LN  PALMDALE CA  93552,250000.0,2121,1,4,3,1989,20173023054003,2016-07-11,PALMDALE   ,house,no,"(34.576106449999997, -118.03683526)"
93552,38102 LIDO DR  PALMDALE CA  93552,225900.0,1593,1,3,3,1989,20173023054045,2016-07-22,PALMDALE   ,house,no,"(34.574564240000001, -118.03749698)"
93552,5522 LIGHTHOUSE LN  PALMDALE CA  93552,275400.0,2592,1,6,3,2000,20173023056063,2016-07-07,PALMDALE   ,house,no,"(34.562487269999998, -118.03093419999999)"
93552,5759 CHARLOTTE PL  PALMDALE CA  93552,260600.0,1874,1,4,4,1990,20173023058016,2016-07-22,PALMDALE   ,house,no,"(34.568752539999998, -118.02574024)"
93552,37822 ANTIBES CT  PALMDALE CA  93552,155979.0,1232,1,3,2,1992,20173023061042,2016-07-25,PALMDALE   ,house,no,"(34.569549100000003, -118.02611942)"
93552,37922 LUPINE ST  PALMDALE CA  93552,250000.0,1874,1,4,3,1989,20173023062035,2016-07-27,PALMDALE   ,house,no,"(34.571473709999999, -118.03854559)"
93552,5064 OPAL AVE  PALMDALE CA  93552,225000.0,1780,1,4,3,1989,20173023062038,2016-07-20,PALMDALE   ,house,no,"(34.571892589999997, -118.03836059999999)"
93552,5159 E AVENUE R4  PALMDALE CA  93552,245000.0,1736,1,3,3,1989,20173023063028,2016-07-26,PALMDALE   ,house,no,"(34.56917627, -118.03640337)"
93552,37811 52ND ST E  PALMDALE CA  93552,305000.0,2872,1,5,3,1991,20173023063029,2016-07-14,PALMDALE   ,house,no,"(34.569398640000003, -118.03640490000001)"
93552,37856 52ND ST E  PALMDALE CA  93552,237651.0,2462,1,4,3,1990,20173023063043,2016-07-25,PALMDALE   ,house,yes,"(34.57065953, -118.03588628999999)"
93552,37852 53RD ST E  PALMDALE CA  93552,233006.0,1982,1,4,3,1990,20173023063066,2016-07-05,PALMDALE   ,house,yes,"(34.570472250000002, -118.03499547)"
93552,5229 MOONRAKER RD  PALMDALE CA  93552,317000.0,2872,1,5,3,1992,20173023063087,2016-07-13,PALMDALE   ,house,yes,"(34.571603449999998, -118.03525608)"
93552,5822 BLUE SAGE DR  PALMDALE CA  93552,141772.0,1675,1,3,2,1990,20173023065009,2016-07-12,PALMDALE   ,house,no,"(34.565494999999999, -118.02485658000001)"
93552,38055 RAINTREE LN  PALMDALE CA  93552,139019.0,1549,1,3,2,1990,20173023066019,2016-07-11,PALMDALE   ,house,no,"(34.574691600000001, -118.05274608000001)"
93552,38140 BOXTHORN ST  PALMDALE CA  93552,212038.0,1712,1,4,3,1989,20173023067011,2016-07-22,PALMDALE   ,house,no,"(34.575460560000003, -118.03405551)"
93552,38056 53RD ST E  PALMDALE CA  93552,229700.0,1962,1,3,3,1989,20173023067060,2016-07-11,PALMDALE   ,house,no,"(34.574259329999997, -118.03491922000001)"
93552,"37940 42ND ST E, NO   137  PALMDALE CA  93552",150000.0,1303,1,3,3,1990,20173023069026,2016-07-27,PALMDALE   ,condo,no,"(34.57223664, -118.05277841)"
93552,5822 MONTEREY PL  PALMDALE CA  93552,319000.0,2942,1,4,3,1995,20173023074050,2016-07-11,PALMDALE   ,house,yes,"(34.569018319999998, -118.02485236)"
93552,5565 E AVENUE R12  PALMDALE CA  93552,168829.0,2064,1,4,3,1990,20173023075010,2016-07-20,PALMDALE   ,house,no,"(34.561487839999998, -118.02957257)"
93552,4121 BOLTON AVE  PALMDALE CA  93552,186953.0,1944,1,3,3,1990,20173023076013,2016-07-29,PALMDALE   ,house,no,"(34.585496569999997, -118.05541229999999)"
93552,4135 BOLTON AVE  PALMDALE CA  93552,214415.0,2149,1,4,3,1990,20173023076015,2016-07-26,PALMDALE   ,house,no,"(34.585494250000004, -118.05498040000001)"
93552,38610 MEADOW WOOD ST  PALMDALE CA  93552,220000.0,1995,1,3,3,1991,20173023076062,2016-07-21,PALMDALE   ,house,no,"(34.584103730000002, -118.05655618999999)"
93552,37647 TACOMA ST  PALMDALE CA  93552,182200.0,1524,1,3,2,1991,20173023077085,2016-07-29,PALMDALE   ,house,no,"(34.566940070000001, -118.0559257)"
93552,5709 CASITA CT  PALMDALE CA  93552,270000.0,2052,1,3,2,2003,20173023082016,2016-07-22,PALMDALE   ,house,no,"(34.558667190000001, -118.02698429999998)"
93552,38107 HIGHLAND DR  PALMDALE CA  93552,280000.0,2156,1,4,3,2006,20173023090028,2016-07-19,PALMDALE   ,house,no,"(34.57401119, -118.02706142)"
93552,5858 MARSEILLES DR  PALMDALE CA  93552,275000.0,2030,1,4,2,2005,20173023090043,2016-07-05,PALMDALE   ,house,yes,"(34.57360371, -118.02374308)"
93552,38217 MARSALA DR  PALMDALE CA  93552,272000.0,2504,1,4,3,2005,20173023091067,2016-07-01,PALMDALE   ,house,no,"(34.576241379999999, -118.02482798)"
93552,5775 AVENUE Q10  PALMDALE CA  93552,230000.0,2418,1,4,2,2005,20173023093001,2016-07-08,PALMDALE   ,house,no,"(34.577908399999998, -118.02524390000001)"
93552,5018 BELL AVE  PALMDALE CA  93552,316000.0,2736,1,5,3,2006,20173023094024,2016-07-11,PALMDALE   ,house,no,"(34.579115420000001, -118.04005769)"
93552,5027 RAINER AVE  PALMDALE CA  93552,295000.0,2418,1,4,2,2006,20173023094042,2016-07-28,PALMDALE   ,house,no,"(34.578044290000001, -118.03981985)"
93552,6218 BLUE SAGE DR  PALMDALE CA  93552,258000.0,1860,1,4,2,1997,20173024020012,2016-07-12,PALMDALE   ,house,no,"(34.565486720000003, -118.0173726)"
93552,37621 RUBY LN  PALMDALE CA  93552,245000.0,1640,1,4,2,1997,20173024020026,2016-07-29,PALMDALE   ,house,no,"(34.565911479999997, -118.01653524)"
93552,37757 ROCKIE LN  PALMDALE CA  93552,254894.0,2341,1,4,3,1991,20173024022055,2016-07-27,PALMDALE   ,house,no,"(34.568599480000003, -118.02086797)"
93552,37724 AVENIDA DE CASAS  PALMDALE CA  93552,168641.0,1834,1,4,2,1994,20173024024028,2016-07-14,PALMDALE   ,house,no,"(34.56763394, -118.01211557000001)"
93552,6330 KATRINA PL  PALMDALE CA  93552,294000.0,2590,1,4,3,2004,20173024028013,2016-07-06,PALMDALE   ,house,no,"(34.564429140000001, -118.01519487)"
93552,6011 DIAMOND ST  PALMDALE CA  93552,132464.0,1127,1,3,2,1991,20173024031028,2016-07-01,PALMDALE   ,house,no,"(34.564197960000001, -118.02246345)"
93552,38270 MARINER CT  PALMDALE CA  93552,161266.0,1740,1,3,2,2006,20173024035006,2016-07-20,PALMDALE   ,house,no,"(34.577286469999997, -118.01510528)"
93552,38270 GEMINI CT  PALMDALE CA  93552,245000.0,1740,1,3,2,2006,20173024035026,2016-07-01,PALMDALE   ,house,no,"(34.577297260000002, -118.01596721)"
93552,6234 SANDWOOD WY  PALMDALE CA  93552,222814.0,2567,1,3,3,2007,20173024037041,2016-07-13,PALMDALE   ,house,no,"(34.572717079999997, -118.01741287)"
93552,6324 EXPLORER WAY  PALMDALE CA  93552,289000.0,1958,1,3,2,2006,20173024038029,2016-07-14,PALMDALE   ,house,no,"(34.575836950000003, -118.01647328)"
93552,38108 CIMA MESA DR  PALMDALE CA  93552,268000.0,1739,1,3,2,2007,20173024039001,2016-07-22,PALMDALE   ,house,no,"(34.574132579999997, -118.01574125)"
93552,6401 TUSCAN CT  PALMDALE CA  93552,285000.0,2360,1,4,3,2006,20173024039033,2016-07-13,PALMDALE   ,house,no,"(34.575501670000001, -118.01547504)"
93552,37531 ROCKIE LN  PALMDALE CA  93552,330000.0,3740,1,4,3,2006,20173024042033,2016-07-27,PALMDALE   ,house,no,"(34.563857910000003, -118.02083732)"
93552,6703 BERTILLION ST  PALMDALE CA  93552,290000.0,2867,1,4,3,2006,20173024044034,2016-07-14,PALMDALE   ,house,no,"(34.57581115, -118.00919251000001)"
93552,6502 ALFALFA RD  PALMDALE CA  93552,287000.0,2695,1,4,3,2007,20173024048009,2016-07-25,PALMDALE   ,house,no,"(34.569291540000002, -118.01345009000001)"
93543,9304 E AVENUE Q10  LITTLEROCK CA  93543,125844.0,1792,1,3,2,1992,20173027016031,2016-07-13,unincorporated,house,no,"(34.577434140000001, -117.96253957)"
93543,9641 E AVENUE R  LITTLEROCK CA  93543,66313.0,1456,1,4,2,1960,20173027019026,2016-07-28,unincorporated,house,no,"(34.572920420000003, -117.95743935)"
93543,9723 E AVENUE Q12  LITTLEROCK CA  93543,214000.0,1134,1,3,2,1985,20173027021070,2016-07-21,unincorporated,house,no,"(34.576593129999999, -117.95548581)"
93543,10136 E AVENUE Q10  LITTLEROCK CA  93543,172000.0,1150,1,3,2,1985,20173027023057,2016-07-25,unincorporated,house,no,"(34.577486819999997, -117.94854692)"
93591,38421 95TH ST E  PALMDALE CA  93591,90000.0,1344,1,3,2,1986,20173027028041,2016-07-18,unincorporated,house,no,"(34.580541510000003, -117.96122154)"
93591,38510 159TH ST E  PALMDALE CA  93591,115000.0,828,1,2,1,1986,20173029025013,2016-07-20,unincorporated,house,no,"(34.581424820000002, -117.84527008000001)"
93591,38902 180TH ST E  PALMDALE CA  93591,145000.0,1027,1,3,1,1951,20173030009011,2016-07-22,unincorporated,house,no,"(34.589221520000002, -117.80684409999999)"
93544,17226 E AVENUE W  LLANO CA  93544,195000.0,1188,1,3,2,2005,20173036014021,2016-07-28,unincorporated,house,no,"(34.498275839999998, -117.82009746999999)"
93544,33325 165TH ST E  LLANO CA  93544,190684.0,1572,1,3,2,1981,20173036025029,2016-07-22,unincorporated,house,no,"(34.492693729999999, -117.83596459)"
93553,12317 E AVENUE V12  PEARBLOSSOM CA  93553,86984.0,2149,1,2,2,1950,20173038016022,2016-07-08,unincorporated,house,no,"(34.503325500000003, -117.90898946)"
93534,35720 116TH ST E  LITTLEROCK CA  93534,225000.0,1284,1,3,2,1988,20173039019058,2016-07-13,unincorporated,house,no,"(34.530535, -117.92223443)"
93543,10054 E AVENUE R8  LITTLEROCK CA  93543,202000.0,1051,1,3,2,1983,20173041002005,2016-07-22,unincorporated,house,no,"(34.564706639999997, -117.95000007)"
93543,10006 E AVENUE R10  LITTLEROCK CA  93543,212000.0,1100,1,3,2,1983,20173041002042,2016-07-01,unincorporated,house,no,"(34.562884879999999, -117.95168498)"
93543,10355 E AVENUE R4  LITTLEROCK CA  93543,105925.0,1402,1,3,2,1984,20173041005032,2016-07-08,unincorporated,house,no,"(34.569366649999999, -117.94344273)"
93543,10306 E AVENUE R4  LITTLE ROCK CA  93543,240000.0,1250,1,4,2,1982,20173041006006,2016-07-01,unincorporated,house,no,"(34.568366330000003, -117.94515158)"
93543,10344 E AVENUE R14  LITTLEROCK CA  93543,237000.0,1476,1,3,2,1987,20173041008029,2016-07-25,unincorporated,house,no,"(34.559311030000003, -117.94373602)"
93543,10709 E AVENUE R14  LITTLEROCK CA  93543,226000.0,1736,1,3,2,1962,20173041016020,2016-07-01,unincorporated,house,no,"(34.560333399999998, -117.93834450999999)"
93543,37540 111TH ST E  LITTLEROCK CA  93543,238100.0,1980,1,2,2,1991,20173041018023,2016-07-01,unincorporated,house,no,"(34.564835500000001, -117.93136147)"
93543,11540 E AVENUE R2  LITTLEROCK CA  93543,109716.0,1300,0,4,2,1985,20173041021019,2016-07-07,unincorporated,house,no,"(34.570237229999996, -117.92357625)"
93543,11138 E AVENUE R2  LITTLEROCK CA  93543,165000.0,1655,1,3,2,1988,20173041023011,2016-07-12,unincorporated,house,no,"(34.570271679999998, -117.930594)"
93543,9037 E AVENUE R12  LITTLEROCK CA  93543,225500.0,1599,1,3,2,1989,20173042015010,2016-07-08,unincorporated,house,no,"(34.561897420000001, -117.96814748)"
93543,9337 E AVENUE R14  LITTLEROCK CA  93543,145500.0,518,1,1,1,1960,20173042016029,2016-07-20,unincorporated,house,no,"(34.560152200000005, -117.96212636999999)"
93543,9665 E AVENUE R14  LITTLEROCK CA  93543,237190.0,2150,1,3,3,1995,20173042026032,2016-07-21,unincorporated,house,no,"(34.55949193, -117.95600885)"
93543,36821 94TH ST E  LITTLEROCK CA  93543,230000.0,1134,1,3,2,1991,20173044006077,2016-07-15,unincorporated,house,no,"(34.550803330000001, -117.96180848)"
93543,36922 92ND ST E  LITTLEROCK CA  93543,271500.0,1866,1,3,2,1992,20173044006080,2016-07-28,unincorporated,house,no,"(34.552515980000003, -117.96578407)"
93543,37110 103RD ST E  LITTLEROCK CA  93543,215000.0,1134,1,3,2,1986,20173044014022,2016-07-08,unincorporated,house,no,"(34.556412250000001, -117.9447845)"
93543,10214 E AVENUE S14  LITTLEROCK CA  93543,216600.0,1134,1,3,2,1987,20173044023025,2016-07-26,unincorporated,house,no,"(34.544238790000001, -117.94646533)"
93543,9734 E AVENUE S8  SUN VILLAGE CA  93543,255194.0,2139,1,4,3,2006,20173044026008,2016-07-29,unincorporated,house,no,"(34.549698810000002, -117.95485354)"
93543,8955 E AVENUE T4  LITTLEROCK CA  93543,296508.0,2280,1,3,2,1993,20173046002044,2016-07-18,unincorporated,house,no,"(34.539792660000003, -117.96930874)"
93543,9503 E AVENUE T2  LITTLEROCK CA  93543,119330.0,918,1,2,1,1971,20173046004029,2016-07-19,unincorporated,house,no,"(34.541624919999997, -117.96021542)"
93543,35313 89TH ST E  LITTLEROCK CA  93543,305100.0,2395,1,4,3,2007,20173046020023,2016-07-22,unincorporated,house,no,"(34.523568410000003, -117.97162405)"
93543,10616 E AVENUE W6  LITTLEROCK CA  93543,102638.0,759,1,1,1,1982,20173047018011,2016-07-11,unincorporated,house,no,"(34.492941549999998, -117.93876183)"
93552,4249 PALMDALE HILLS DR  PALMDALE CA  93552,382117.0,3108,1,3,3,1964,20173048003016,2016-07-21,unincorporated,house,yes,"(34.527153869999999, -118.05216401)"
93543,8631 E AVENUE T8  LITTLEROCK CA  93543,83540.0,736,1,1,1,1960,20173049008034,2016-07-28,unincorporated,house,no,"(34.536135250000001, -117.97614206)"
93543,35808 80TH ST E  LITTLEROCK CA  93543,150819.0,981,1,2,1,1949,20173049013008,2016-07-29,unincorporated,house,no,"(34.532174159999997, -117.98691638)"
93543,35416 ZINNEY RD  LITTLEROCK CA  93543,53695.0,1404,1,4,2,1964,20173050017003,2016-07-01,unincorporated,house,no,"(34.525606019999998, -118.00071953)"
93543,7247 E AVENUE U3  LITTLEROCK CA  93543,225000.0,1302,1,2,2,1956,20173050017017,2016-07-27,unincorporated,house,yes,"(34.525370610000003, -117.99988467999999)"
93552,36807 CAMDEN CT  PALMDALE CA  93552,200000.0,1327,1,3,2,1989,20173051033016,2016-07-07,PALMDALE   ,house,no,"(34.550945540000001, -118.03769453)"
93552,36831 DOHENY LN  PALMDALE CA  93552,185000.0,1127,1,3,2,1989,20173051033032,2016-07-18,PALMDALE   ,house,no,"(34.551200799999997, -118.03851924)"
93552,5051 SUNBURST DR  PALMDALE CA  93552,235000.0,1327,1,3,2,1990,20173051033069,2016-07-19,PALMDALE   ,house,no,"(34.550582509999998, -118.03912698000001)"
93552,37158 SABAL AVE  PALMDALE CA  93552,248984.0,1750,1,4,2,2004,20173051037055,2016-07-11,PALMDALE   ,house,no,"(34.557626040000002, -118.03332773)"
93552,37008 AZTEC PL  PALMDALE CA  93552,294200.0,2756,1,4,3,2004,20173051038029,2016-07-01,PALMDALE   ,house,no,"(34.554473659999999, -118.03422164)"
93552,5340 ESSEX DR  PALMDALE CA  93552,152382.0,1478,1,4,2,1996,20173051039013,2016-07-13,PALMDALE   ,house,no,"(34.553052389999998, -118.03342619)"
93552,36915 HYACINTH CT  PALMDALE CA  93552,275000.0,1959,1,4,3,1995,20173051040025,2016-07-22,PALMDALE   ,house,no,"(34.552568999999998, -118.03068155)"
93552,5637 TAMARACK LN  PALMDALE CA  93552,190474.0,2183,1,4,3,1990,20173051042008,2016-07-05,PALMDALE   ,house,no,"(34.557683939999997, -118.02901577)"
