ZIPcode5,PropertyLocation,TotalValue,SQFTmain,Units,Bedrooms,Bathrooms,EffectiveYearBuilt,rowID,RecordingDate,TaxRateArea_CITY,house_type,pool,coordinates,HH_Kids,Owner,closest_school,num_choices,closest_rating,elevation,groceries,parks,crime,walkable,walkscore,transitable,transit_score,bikeable,bike_score
90605,9621 CALMADA AVE  WHITTIER CA  90605,125639.0,1089,1,3,1,1952,20178158011006,2016-07-25,unincorporated,house,no,"(33.948001439999999, -118.03605465)",0.8538592508513053,0.6904086265607264,0.36,12.0,6.0,46.13222122192383,11.0,4.0,0.0,Car-Dependent,19,Not Transitable,0,Not Bikeable,0
90605,9655 CALMADA AVE  WHITTIER CA  90605,66427.0,1089,1,3,1,1952,20178158012013,2016-07-21,unincorporated,house,no,"(33.947219330000003, -118.03675364)",0.8538592508513053,0.6904086265607264,0.37,13.0,6.0,45.42925643920898,11.0,3.0,0.0,Car-Dependent,34,Not Transitable,0,Not Bikeable,0
90605,9634 LANETT AVE  WHITTIER CA  90605,425663.0,1610,1,3,2,1954,20178158016013,2016-07-14,unincorporated,house,no,"(33.947611729999998, -118.03547773)",0.8538592508513053,0.6904086265607264,0.31,13.0,6.0,45.8579216003418,11.0,3.0,0.0,Car-Dependent,42,Not Transitable,0,Not Bikeable,0
90605,9046 OCEAN VIEW AVE  WHITTIER CA  90605,276614.0,1271,1,3,2,1952,20178160012018,2016-07-25,WHITTIER   ,house,no,"(33.952509839999998, -118.02356589)",0.8538592508513053,0.6904086265607264,0.25,8.0,8.0,66.64630126953125,10.0,5.0,0.0,Somewhat Walkable,52,Not Transitable,0,Not Bikeable,0
90605,9030 OCEAN VIEW AVE  WHITTIER CA  90605,479000.0,1360,1,2,2,1957,20178160012021,2016-07-25,WHITTIER   ,house,yes,"(33.95280339, -118.02309818000001)",0.8538592508513053,0.6904086265607264,0.23,8.0,8.0,67.92821502685547,10.0,5.0,0.0,Somewhat Walkable,52,Not Transitable,0,Not Bikeable,0
90605,14222 FLOMAR DR  WHITTIER CA  90605,258678.0,1294,1,3,2,1954,20178160015004,2016-07-08,WHITTIER   ,house,yes,"(33.95036254, -118.02417106999999)",0.8538592508513053,0.6904086265607264,0.4,9.0,7.0,62.39816665649414,11.0,4.0,0.0,Car-Dependent,49,Not Transitable,0,Not Bikeable,0
90605,14007 PUTNAM ST  WHITTIER CA  90605,289169.0,864,1,2,1,1950,20178161010015,2016-07-19,WHITTIER   ,house,no,"(33.955058559999998, -118.02654765)",0.8538592508513053,0.6904086265607264,0.23,10.0,5.0,63.641685485839844,10.0,5.0,0.0,Somewhat Walkable,58,Not Transitable,0,Not Bikeable,0
90605,8909 CALMADA AVE  WHITTIER CA  90605,412000.0,806,1,2,1,1949,20178161019023,2016-07-22,WHITTIER   ,house,no,"(33.95544933, -118.02358911)",0.8538592508513053,0.6904086265607264,0.07,8.0,8.0,69.60311889648439,10.0,5.0,0.0,Somewhat Walkable,55,Not Transitable,0,Not Bikeable,0
90605,13915 HAWES ST  WHITTIER CA  90605,543000.0,1441,1,4,3,1958,20178162005029,2016-07-12,unincorporated,house,no,"(33.948230529999996, -118.03295839)",0.8538592508513053,0.6904086265607264,0.24,13.0,6.0,47.66222381591797,11.0,6.0,0.0,Car-Dependent,39,Not Transitable,0,Not Bikeable,0
90605,13925 DUNTON DR  WHITTIER CA  90605,107267.0,1081,1,3,2,1952,20178162013015,2016-07-01,unincorporated,house,no,"(33.949453040000002, -118.03070418999999)",0.8538592508513053,0.6904086265607264,0.29,14.0,6.0,50.52831268310547,10.0,4.0,0.0,Car-Dependent,45,Not Transitable,0,Not Bikeable,0
90605,13983 LANNING DR  WHITTIER CA  90605,449900.0,1173,1,3,1,1952,20178162017014,2016-07-21,unincorporated,house,no,"(33.950253840000002, -118.02907988)",0.8538592508513053,0.6904086265607264,0.36,12.0,6.0,54.02743148803711,11.0,4.0,0.0,Car-Dependent,42,Not Transitable,0,Not Bikeable,0
90605,13923 GLENN DR  WHITTIER CA  90605,590000.0,2144,1,3,3,1942,20178162017020,2016-07-14,unincorporated,house,no,"(33.950283050000003, -118.03052396)",0.8538592508513053,0.6904086265607264,0.34,13.0,6.0,52.5821647644043,11.0,4.0,0.0,Somewhat Walkable,50,Not Transitable,0,Not Bikeable,0
90605,14083 LANNING DR  WHITTIER CA  90605,463000.0,1145,1,3,1,1952,20178162019027,2016-07-12,unincorporated,house,no,"(33.94907663, -118.02655371)",0.8538592508513053,0.6904086265607264,0.35,11.0,7.0,55.90581893920898,10.0,4.0,0.0,Somewhat Walkable,50,Not Transitable,0,Not Bikeable,0
90605,9000 AMSDELL AVE  WHITTIER CA  90605,92519.0,1563,1,3,2,1954,20178163003010,2016-07-27,WHITTIER   ,house,no,"(33.955242069999997, -118.03713926)",0.8538592508513053,0.6904086265607264,0.18,11.0,5.0,51.01043319702148,12.0,5.0,0.0,Car-Dependent,35,Not Transitable,0,Not Bikeable,0
90605,9312 FIREBIRD AVE  WHITTIER CA  90605,188466.0,1118,1,3,1,1951,20178163014009,2016-07-05,unincorporated,house,no,"(33.951555299999995, -118.03710924000001)",0.8538592508513053,0.6904086265607264,0.31,15.0,5.0,47.5179328918457,12.0,4.0,0.0,Car-Dependent,35,Not Transitable,0,Not Bikeable,0
90605,9232 FIREBIRD AVE  WHITTIER CA  90605,510000.0,1411,1,4,2,1953,20178163015003,2016-07-13,unincorporated,house,no,"(33.952208910000003, -118.03644533000001)",0.8538592508513053,0.6904086265607264,0.26,13.0,5.0,48.35151290893555,12.0,5.0,0.0,Car-Dependent,42,Not Transitable,0,Not Bikeable,0
90605,13775 MULBERRY DR  WHITTIER CA  90605,423000.0,1110,1,2,1,1952,20178163020013,2016-07-08,unincorporated,house,no,"(33.948629910000001, -118.03510067000001)",0.8538592508513053,0.6904086265607264,0.34,12.0,6.0,47.02388000488281,11.0,4.0,0.0,Car-Dependent,42,Not Transitable,0,Not Bikeable,0
90605,9381 BARKERVILLE AVE  WHITTIER CA  90605,114831.0,2114,1,3,2,1960,20178163020026,2016-07-14,unincorporated,house,no,"(33.949799069999997, -118.03452894)",0.8538592508513053,0.6904086265607264,0.38,12.0,6.0,48.39229202270508,11.0,4.0,0.0,Car-Dependent,39,Not Transitable,0,Not Bikeable,0
90605,9409 CALMADA AVE  WHITTIER CA  90605,440000.0,1144,1,2,1,1952,20178163022028,2016-07-08,unincorporated,house,no,"(33.950136229999998, -118.03273015000001)",0.8538592508513053,0.6904086265607264,0.35,13.0,6.0,49.3776969909668,11.0,6.0,0.0,Car-Dependent,40,Not Transitable,0,Not Bikeable,0
90605,13761 LANNING DR  WHITTIER CA  90605,74520.0,1475,1,2,2,1954,20178163023025,2016-07-08,unincorporated,house,yes,"(33.95202587, -118.03291464)",0.8538592508513053,0.6904086265607264,0.25,14.0,5.0,51.84316635131836,12.0,7.0,0.0,Car-Dependent,29,Not Transitable,0,Not Bikeable,0
90605,13740 DANBROOK DR  WHITTIER CA  90605,65689.0,1091,1,3,1,1952,20178163027001,2016-07-07,WHITTIER   ,house,no,"(33.95311238, -118.03377955000001)",0.8538592508513053,0.6904086265607264,0.16,14.0,5.0,52.50577926635742,12.0,6.0,0.0,Car-Dependent,29,Not Transitable,0,Not Bikeable,0
90605,9025 FIREBIRD AVE  WHITTIER CA  90605,530000.0,2014,1,4,2,1962,20178163029006,2016-07-25,WHITTIER   ,house,no,"(33.954816200000003, -118.03459263000001)",0.8538592508513053,0.6904086265607264,0.05,13.0,5.0,53.576805114746094,12.0,5.0,0.0,Somewhat Walkable,69,Not Transitable,0,Not Bikeable,0
90605,8821 COACHMAN AVE  WHITTIER CA  90605,380000.0,864,1,2,1,1950,20178164019018,2016-07-22,WHITTIER   ,house,no,"(33.955804890000003, -118.03043526)",0.8538592508513053,0.6904086265607264,0.21,13.0,5.0,60.088905334472656,11.0,5.0,0.0,Somewhat Walkable,61,Not Transitable,0,Not Bikeable,0
90605,13032 BARTON RD  SANTA FE SPRINGS CA  90605,425000.0,1711,1,4,3,1957,20178167004002,2016-07-27,SANTA FE SPRINGS,house,no,"(33.947645280000003, -118.0517268)",0.8538592508513053,0.6904086265607264,0.27,6.0,4.0,48.33112716674805,9.0,2.0,0.0,Car-Dependent,49,Not Transitable,0,Not Bikeable,0
90605,9716 GREENLEAF AVE  WHITTIER CA  90605,540000.0,1810,2,6,2,1958,20178167008053,2016-07-28,unincorporated,house,no,"(33.949849799999996, -118.05255038999999)",0.8538592508513053,0.6904086265607264,0.11,6.0,4.0,46.88694381713867,9.0,2.0,0.0,Car-Dependent,37,Not Transitable,0,Not Bikeable,0
90605,12929 RACIMO DR  WHITTIER CA  90605,88851.0,1664,1,4,2,1961,20178167015003,2016-07-14,unincorporated,house,yes,"(33.952259810000001, -118.04852853)",0.8538592508513053,0.6904086265607264,0.25,8.0,5.0,43.3098030090332,10.0,4.0,0.0,Car-Dependent,33,Not Transitable,0,Not Bikeable,0
90605,9419 GUILFORD AVE  WHITTIER CA  90605,477000.0,1614,1,3,3,1958,20178167017004,2016-07-06,unincorporated,house,no,"(33.951929079999999, -118.04205672000001)",0.8538592508513053,0.6904086265607264,0.13,10.0,5.0,44.72386169433594,13.0,3.0,0.0,Car-Dependent,38,Not Transitable,0,Not Bikeable,0
90605,9472 BADMINTON AVE  WHITTIER CA  90605,336687.0,1030,1,3,1,1951,20178167023020,2016-07-07,unincorporated,house,no,"(33.950287580000001, -118.04080054000001)",0.8538592508513053,0.6904086265607264,0.23,12.0,5.0,44.31385040283203,13.0,4.0,0.0,Car-Dependent,39,Not Transitable,0,Not Bikeable,0
90605,9562 BADMINTON AVE  WHITTIER CA  90605,397800.0,1030,1,3,1,1951,20178167023034,2016-07-01,unincorporated,house,no,"(33.948507409999998, -118.04258923)",0.8538592508513053,0.6904086265607264,0.26,10.0,5.0,43.80776596069336,12.0,3.0,0.0,Car-Dependent,34,Not Transitable,0,Not Bikeable,0
90605,13311 CAFFEL WAY  WHITTIER CA  90605,440000.0,1422,1,3,2,1967,20178167036018,2016-07-29,unincorporated,house,no,"(33.948304690000001, -118.04608339000001)",0.8538592508513053,0.6904086265607264,0.28,9.0,5.0,43.25018692016602,11.0,3.0,0.0,Car-Dependent,48,Not Transitable,0,Not Bikeable,0
90605,9006 COLIMA RD  WHITTIER CA  90605,735000.0,2639,1,3,2,1951,20178224015020,2016-07-26,WHITTIER   ,house,yes,"(33.952038000000002, -118.00381946)",0.8538592508513053,0.6904086265607264,0.32,4.0,9.0,89.99689483642578,5.0,4.0,0.0,Somewhat Walkable,55,Not Transitable,0,Not Bikeable,0
90605,15324 LODOSA DR  WHITTIER CA  90605,926000.0,2716,1,4,3,1969,20178291007017,2016-07-15,WHITTIER   ,house,no,"(33.962052929999999, -117.99658147)",0.8538592508513053,0.6904086265607264,0.54,1.0,9.0,151.0717620849609,3.0,2.0,0.0,Car-Dependent,6,Not Transitable,0,Not Bikeable,0
90605,8234 COLIMA RD  WHITTIER CA  90605,718171.0,3846,1,5,3,1984,20178291010022,2016-07-07,WHITTIER   ,house,yes,"(33.960732589999999, -118.00094113)",0.8538592508513053,0.6904086265607264,0.44,2.0,9.0,147.2841949462891,3.0,2.0,0.0,Car-Dependent,14,Not Transitable,0,Not Bikeable,0
90605,15635 MAR VISTA ST  WHITTIER CA  90605,738206.0,3202,1,5,4,1976,20178291027009,2016-07-20,WHITTIER   ,house,yes,"(33.96420706, -117.99147553)",0.8538592508513053,0.6904086265607264,0.8,1.0,9.0,185.5699920654297,2.0,1.0,0.0,Car-Dependent,13,Not Transitable,0,Not Bikeable,0
90604,11732 CORLEY DR  WHITTIER CA  90604,195733.0,725,1,2,1,1952,20178030002011,2016-07-29,unincorporated,house,no,"(33.92408854, -118.02686374)",0.6691635455680399,0.6427798585101956,0.23,12.0,2.0,53.61844253540039,6.0,3.0,0.0,Somewhat Walkable,58,Not Transitable,0,Not Bikeable,0
90604,14316 SYRACUSE DR  WHITTIER CA  90604,285766.0,1170,1,3,2,1960,20178030004023,2016-07-29,unincorporated,house,no,"(33.925478849999998, -118.02748441)",0.6691635455680399,0.6427798585101956,0.24,11.0,2.0,58.11831283569336,10.0,3.0,0.0,Somewhat Walkable,54,Not Transitable,0,Not Bikeable,0
90604,11612 STARLIGHT AVE  WHITTIER CA  90604,520000.0,1336,1,3,2,1953,20178030015003,2016-07-08,unincorporated,house,no,"(33.925447120000001, -118.03107111999999)",0.6691635455680399,0.6427798585101956,0.14,12.0,2.0,53.67250061035156,10.0,3.0,0.0,Car-Dependent,37,Not Transitable,0,Not Bikeable,0
90604,"14022 COTEAU DR, UNIT 905  WHITTIER CA  90604",315000.0,1271,1,2,3,1985,20178031003093,2016-07-01,unincorporated,condo,no,"(33.922598319999999, -118.03300274)",0.6691635455680399,0.6427798585101956,0.1,12.0,3.0,39.28128433227539,5.0,3.0,0.0,Car-Dependent,44,Not Transitable,0,Not Bikeable,0
90604,14139 CHERE DR  WHITTIER CA  90604,232812.0,1638,1,4,2,1955,20178031015004,2016-07-21,unincorporated,house,no,"(33.920190900000001, -118.0299854)",0.6691635455680399,0.6427798585101956,0.09,12.0,2.0,43.7640495300293,7.0,3.0,0.0,Somewhat Walkable,62,Not Transitable,0,Not Bikeable,0
90604,14342 TEDFORD DR  WHITTIER CA  90604,560000.0,1969,1,3,2,1983,20178031028023,2016-07-19,unincorporated,house,no,"(33.920763049999998, -118.02590669)",0.6691635455680399,0.6427798585101956,0.28,14.0,2.0,47.45744705200195,5.0,4.0,0.0,Somewhat Walkable,61,Not Transitable,0,Not Bikeable,0
90604,12222 CORLEY DR  WHITTIER CA  90604,419900.0,1212,1,3,2,1965,20178031029025,2016-07-29,unincorporated,house,no,"(33.918695749999998, -118.02615661)",0.6691635455680399,0.6427798585101956,0.26,13.0,2.0,47.34505844116211,5.0,5.0,0.0,Somewhat Walkable,63,Not Transitable,0,Not Bikeable,0
90604,11953 EDDERTON AVE  WHITTIER CA  90604,376422.0,1045,1,3,1,1954,20178032004012,2016-07-06,unincorporated,house,no,"(33.921922090000002, -118.02332357)",0.6691635455680399,0.6427798585101956,0.27,11.0,2.0,55.60775756835938,5.0,4.0,0.0,Somewhat Walkable,57,Not Transitable,0,Not Bikeable,0
90604,14514 KEESE DR  WHITTIER CA  90604,415000.0,1045,1,3,1,1954,20178032010026,2016-07-15,unincorporated,house,no,"(33.91919686, -118.02150432000001)",0.6691635455680399,0.6427798585101956,0.18,13.0,2.0,54.776878356933594,5.0,5.0,0.0,Somewhat Walkable,58,Not Transitable,0,Not Bikeable,0
90604,14536 BUSBY DR  WHITTIER CA  90604,58678.0,1045,1,3,1,1954,20178032013003,2016-07-06,unincorporated,house,no,"(33.918018200000006, -118.02074055)",0.6691635455680399,0.6427798585101956,0.21,14.0,8.0,54.75561904907227,4.0,5.0,0.0,Somewhat Walkable,51,Not Transitable,0,Not Bikeable,0
90604,12140 SPRINGVIEW DR  WHITTIER CA  90604,241041.0,1114,1,3,1,1956,20178032015023,2016-07-06,unincorporated,house,no,"(33.919369600000003, -118.01775245)",0.6691635455680399,0.6427798585101956,0.11,12.0,8.0,46.05314636230469,5.0,5.0,0.0,Somewhat Walkable,63,Not Transitable,0,Not Bikeable,0
90604,16043 AMBER VALLEY DR  WHITTIER CA  90604,235508.0,1583,1,3,2,1965,20178035002025,2016-07-25,unincorporated,house,yes,"(33.923897189999998, -117.98978038)",0.6691635455680399,0.6427798585101956,0.15,12.0,9.0,70.55120086669922,0.0,6.0,0.0,Car-Dependent,39,Not Transitable,0,Not Bikeable,0
90604,15815 SILVERGROVE DR  WHITTIER CA  90604,257312.0,1399,1,4,2,1960,20178035004003,2016-07-28,unincorporated,house,no,"(33.920241179999998, -117.99370974)",0.6691635455680399,0.6427798585101956,0.26,10.0,9.0,76.73631286621094,3.0,6.0,0.0,Somewhat Walkable,58,Not Transitable,0,Not Bikeable,0
90604,11946 GROVELAND AVE  WHITTIER CA  90604,510800.0,1273,1,3,2,1961,20178035011026,2016-07-27,unincorporated,house,yes,"(33.922593990000003, -117.98720242)",0.6691635455680399,0.6427798585101956,0.08,13.0,9.0,76.28876495361328,1.0,6.0,0.0,Car-Dependent,37,Not Transitable,0,Not Bikeable,0
90604,16120 LANDMARK DR  WHITTIER CA  90604,278272.0,1292,1,3,2,1960,20178035014025,2016-07-15,unincorporated,house,no,"(33.919065150000002, -117.98677977)",0.6691635455680399,0.6427798585101956,0.23,11.0,9.0,88.7522201538086,2.0,5.0,0.0,Car-Dependent,45,Not Transitable,0,Not Bikeable,0
90604,11732 FIRESIDE DR  WHITTIER CA  90604,344221.0,1437,1,4,2,1961,20178036004023,2016-07-01,unincorporated,house,no,"(33.924996280000002, -117.98136885)",0.6691635455680399,0.6427798585101956,0.25,10.0,8.0,82.8858413696289,6.0,5.0,0.0,Car-Dependent,47,Not Transitable,0,Not Bikeable,0
90604,16310 STARWOOD DR  WHITTIER CA  90604,535000.0,1829,1,4,2,1963,20178036005014,2016-07-28,unincorporated,house,yes,"(33.927407590000001, -117.98248036)",0.6691635455680399,0.6427798585101956,0.29,10.0,8.0,82.51812744140625,5.0,5.0,0.0,Car-Dependent,50,Not Transitable,0,Not Bikeable,0
90604,16401 ANDIRON DR  WHITTIER CA  90604,539000.0,1437,1,4,2,1961,20178036007024,2016-07-22,unincorporated,house,no,"(33.927161390000002, -117.97973372)",0.6691635455680399,0.6427798585101956,0.13,10.0,8.0,85.20630645751953,6.0,5.0,0.0,Car-Dependent,42,Not Transitable,0,Not Bikeable,0
90604,11737 POUNDS AVE  WHITTIER CA  90604,394111.0,1590,1,3,2,1966,20178036008012,2016-07-27,unincorporated,house,no,"(33.925940240000003, -117.97955881)",0.6691635455680399,0.6427798585101956,0.13,11.0,8.0,86.2963638305664,6.0,5.0,0.0,Car-Dependent,44,Not Transitable,0,Not Bikeable,0
90604,11803 TIGRINA AVE  WHITTIER CA  90604,584000.0,1950,1,3,3,1963,20178036015022,2016-07-28,unincorporated,house,yes,"(33.924441559999998, -117.98104135)",0.6691635455680399,0.6427798585101956,0.24,10.0,8.0,85.74505615234375,6.0,5.0,0.0,Car-Dependent,36,Not Transitable,0,Not Bikeable,0
90604,16357 SILVERGROVE DR  WHITTIER CA  90604,283401.0,1483,1,3,2,1964,20178036018014,2016-07-14,unincorporated,house,yes,"(33.920261750000002, -117.98117587)",0.6691635455680399,0.6427798585101956,0.1,10.0,8.0,87.2325210571289,3.0,4.0,0.0,Car-Dependent,32,Not Transitable,0,Not Bikeable,0
90604,12403 LARRYLYN DR  WHITTIER CA  90604,483206.0,2373,1,4,2,1966,20178036024019,2016-07-12,unincorporated,house,yes,"(33.918480780000003, -117.97925519)",0.6691635455680399,0.6427798585101956,0.19,7.0,8.0,83.05589294433594,3.0,6.0,0.0,Car-Dependent,19,Not Transitable,0,Not Bikeable,0
90604,12423 GRAYLING AVE  WHITTIER CA  90604,640000.0,1992,1,4,2,1962,20178036025018,2016-07-29,unincorporated,house,yes,"(33.9181466, -117.97741790000001)",0.6691635455680399,0.6427798585101956,0.25,6.0,8.0,85.91614532470703,3.0,7.0,0.0,Car-Dependent,15,Not Transitable,0,Not Bikeable,0
90604,16010 MILVERN DR  WHITTIER CA  90604,600000.0,2044,1,4,3,1966,20178039007042,2016-07-21,unincorporated,house,no,"(33.930668830000002, -117.98934387)",0.6691635455680399,0.6427798585101956,0.23,13.0,9.0,77.31730651855469,2.0,5.0,0.0,Car-Dependent,46,Not Transitable,0,Not Bikeable,0
90604,11410 GROVEDALE DR  WHITTIER CA  90604,74730.0,1353,1,3,2,1958,20178039008024,2016-07-13,unincorporated,house,no,"(33.929617129999997, -117.98788466000001)",0.6691635455680399,0.6427798585101956,0.19,12.0,9.0,78.7131576538086,4.0,5.0,0.0,Car-Dependent,42,Not Transitable,0,Not Bikeable,0
90604,11521 1ST AVE  WHITTIER CA  90604,315193.0,1373,1,3,2,1960,20178039011009,2016-07-06,unincorporated,house,no,"(33.92721667, -117.98590978)",0.6691635455680399,0.6427798585101956,0.21,13.0,9.0,78.19011688232422,5.0,5.0,0.0,Somewhat Walkable,51,Not Transitable,0,Not Bikeable,0
90604,16029 OCEAN AVE  WHITTIER CA  90604,520000.0,1334,1,3,2,1960,20178039015005,2016-07-06,unincorporated,house,no,"(33.924826899999999, -117.98884928)",0.6691635455680399,0.6427798585101956,0.18,14.0,9.0,73.3552017211914,2.0,5.0,0.0,Car-Dependent,38,Not Transitable,0,Not Bikeable,0
90604,16048 MARLINTON DR  WHITTIER CA  90604,485500.0,1373,1,3,2,1960,20178039015008,2016-07-26,unincorporated,house,no,"(33.925119350000003, -117.98925493)",0.6691635455680399,0.6427798585101956,0.15,14.0,9.0,73.83229064941406,1.0,6.0,0.0,Car-Dependent,38,Not Transitable,0,Not Bikeable,0
90604,11747 CLEARGLEN AVE  WHITTIER CA  90604,480000.0,1318,1,3,2,1961,20178039017022,2016-07-21,unincorporated,house,no,"(33.92543895, -117.99185)",0.6691635455680399,0.6427798585101956,0.19,13.0,9.0,73.56829071044922,3.0,5.0,0.0,Car-Dependent,41,Not Transitable,0,Not Bikeable,0
90604,11847 SCOTT AVE  WHITTIER CA  90604,435604.0,1993,1,4,3,1978,20178040013033,2016-07-05,unincorporated,house,no,"(33.924535949999999, -117.99957147000001)",0.6691635455680399,0.6427798585101956,0.19,14.0,8.0,76.05022430419922,4.0,4.0,0.0,Car-Dependent,35,Not Transitable,0,Not Bikeable,0
90604,15459 WILMAGLEN DR  WHITTIER CA  90604,516000.0,1554,1,3,2,1959,20178040016011,2016-07-01,unincorporated,house,no,"(33.927897229999999, -117.99829848)",0.6691635455680399,0.6427798585101956,0.12,9.0,8.0,71.43630981445312,4.0,4.0,0.0,Car-Dependent,36,Not Transitable,0,Not Bikeable,0
90604,14744 LAMBERT RD  WHITTIER CA  90604,233559.0,1094,1,2,1,1927,20178151016003,2016-07-05,unincorporated,house,no,"(33.943093660000002, -118.01499622)",0.6691635455680399,0.6427798585101956,0.53,11.0,7.0,60.145362854003906,8.0,3.0,0.0,Car-Dependent,29,Not Transitable,0,Not Bikeable,0
90604,10411 PARISE DR  WHITTIER CA  90604,255380.0,2210,1,4,3,1982,20178151030004,2016-07-21,unincorporated,house,no,"(33.940860829999998, -118.01765208)",0.6691635455680399,0.6427798585101956,0.45,10.0,7.0,54.091819763183594,6.0,4.0,0.0,Car-Dependent,29,Not Transitable,0,Not Bikeable,0
90604,14661 VIA POINTE DEL SOL  WHITTIER CA  90604,193260.0,1269,1,2,2,1986,20178152010051,2016-07-21,unincorporated,pud,no,"(33.936411270000001, -118.02068441999999)",0.6691635455680399,0.6427798585101956,0.44,9.0,8.0,57.51818466186523,7.0,3.0,0.0,Car-Dependent,30,Not Transitable,0,Not Bikeable,0
90604,14652 CALLE PALMA LOMA  WHITTIER CA  90604,452018.0,1628,1,3,3,1986,20178152010064,2016-07-01,unincorporated,pud,no,"(33.936411270000001, -118.02068441999999)",0.6691635455680399,0.6427798585101956,0.44,9.0,8.0,57.51818466186523,7.0,3.0,0.0,Car-Dependent,30,Not Transitable,0,Not Bikeable,0
90604,14702 HAWES ST  WHITTIER CA  90604,91080.0,980,1,2,1,1955,20178152016017,2016-07-29,unincorporated,house,no,"(33.937877780000001, -118.01776755)",0.6691635455680399,0.6427798585101956,0.58,9.0,6.0,53.018577575683594,7.0,3.0,0.0,Car-Dependent,36,Not Transitable,0,Not Bikeable,0
90604,10914 THEIS AVE  WHITTIER CA  90604,350340.0,1486,1,4,2,1956,20178153009016,2016-07-22,unincorporated,house,no,"(33.932311200000001, -118.02327462)",0.6691635455680399,0.6427798585101956,0.24,14.0,6.0,67.05655670166016,7.0,1.0,0.0,Car-Dependent,29,Not Transitable,0,Not Bikeable,0
90604,14574 REIS ST  WHITTIER CA  90604,373376.0,1376,1,4,2,1954,20178153024017,2016-07-08,unincorporated,house,yes,"(33.930001939999997, -118.02136648)",0.6691635455680399,0.6427798585101956,0.07,14.0,6.0,68.62417602539061,7.0,4.0,0.0,Car-Dependent,42,Not Transitable,0,Not Bikeable,0
90604,14332 ALLEGAN ST  WHITTIER CA  90604,286478.0,990,1,3,1,1954,20178154007007,2016-07-28,unincorporated,house,no,"(33.93086031, -118.0277861)",0.6691635455680399,0.6427798585101956,0.29,13.0,8.0,62.90224075317383,9.0,2.0,0.0,Car-Dependent,21,Not Transitable,0,Not Bikeable,0
90604,14224 CLOSE ST  WHITTIER CA  90604,460000.0,1651,1,3,2,1952,20178155009017,2016-07-26,unincorporated,house,no,"(33.934814369999998, -118.03010896000001)",0.6691635455680399,0.6427798585101956,0.12,12.0,8.0,53.3192138671875,9.0,3.0,0.0,Car-Dependent,27,Not Transitable,0,Not Bikeable,0
90604,14179 CLOSE ST  WHITTIER CA  90604,455238.0,1841,1,4,2,1958,20178155010004,2016-07-29,unincorporated,house,no,"(33.935975249999998, -118.03082904999999)",0.6691635455680399,0.6427798585101956,0.17,10.0,8.0,47.70763778686523,7.0,3.0,0.0,Car-Dependent,20,Not Transitable,0,Not Bikeable,0
90604,14191 CORNISHCREST RD  WHITTIER CA  90604,177575.0,1096,1,3,2,1957,20178155013001,2016-07-12,unincorporated,house,no,"(33.933503739999999, -118.02979458)",0.6691635455680399,0.6427798585101956,0.14,12.0,8.0,55.46342086791992,8.0,1.0,0.0,Car-Dependent,29,Not Transitable,0,Not Bikeable,0
90604,10622 RUOFF AVE  WHITTIER CA  90604,445287.0,1000,1,3,2,1953,20178155013004,2016-07-08,unincorporated,house,no,"(33.933772920000003, -118.03033992)",0.6691635455680399,0.6427798585101956,0.16,12.0,8.0,51.92414093017578,9.0,1.0,0.0,Car-Dependent,27,Not Transitable,0,Not Bikeable,0
90604,14218 LANNING DR  WHITTIER CA  90604,169821.0,1034,1,3,1,1951,20178159007009,2016-07-18,unincorporated,house,yes,"(33.947787259999998, -118.02567591)",0.6691635455680399,0.6427798585101956,0.25,10.0,7.0,56.11774826049805,10.0,4.0,0.0,Somewhat Walkable,53,Not Transitable,0,Not Bikeable,0
90604,9737 BEN HUR AVE  WHITTIER CA  90604,66281.0,1241,1,2,1,1951,20178159010006,2016-07-11,unincorporated,house,no,"(33.94580929, -118.02586823)",0.6691635455680399,0.6427798585101956,0.14,9.0,7.0,53.66682434082031,9.0,3.0,0.0,Car-Dependent,47,Not Transitable,0,Not Bikeable,0
90604,9742 BEN HUR AVE  WHITTIER CA  90604,480000.0,1241,1,2,1,1951,20178159013005,2016-07-08,unincorporated,house,no,"(33.94528717, -118.02582303)",0.6691635455680399,0.6427798585101956,0.12,9.0,7.0,53.199180603027344,9.0,3.0,0.0,Somewhat Walkable,52,Not Transitable,0,Not Bikeable,0
90604,9724 ARMLEY AVE  WHITTIER CA  90604,168109.0,1626,1,4,2,1954,20178159014013,2016-07-05,unincorporated,house,no,"(33.945160639999997, -118.02410306)",0.6691635455680399,0.6427798585101956,0.05,9.0,7.0,54.80508041381836,9.0,3.0,0.0,Somewhat Walkable,50,Not Transitable,0,Not Bikeable,0
90604,10401 MEMPHIS AVE  WHITTIER CA  90604,525000.0,1819,1,4,1,1959,20178226001005,2016-07-21,unincorporated,house,yes,"(33.941128659999997, -118.01140046)",0.6691635455680399,0.6427798585101956,0.44,8.0,6.0,59.22665023803711,8.0,3.0,0.0,Car-Dependent,40,Not Transitable,0,Not Bikeable,0
90604,10552 MEMPHIS AVE  WHITTIER CA  90604,475000.0,1159,1,3,1,1951,20178226011034,2016-07-28,unincorporated,house,no,"(33.937813949999999, -118.01053381)",0.6691635455680399,0.6427798585101956,0.3,8.0,6.0,58.33323287963867,9.0,2.0,0.0,Car-Dependent,48,Not Transitable,0,Not Bikeable,0
